
name,code
1993 Sudan famine,s25363576n
Food security during the COVID-19 pandemic,s25792989n
Factitious dermatitis,s05960202n
organ neurosis,s05202628n
undifferentiated somatoform disorder,s06496710n
somatoform autonomic dysfunction,s08607984n
somatic syndrome,s17919593n
somatoform disorder not otherwise specified,s24411967n
gender identity disorder,s07829637n
magiphrenic syndrome,s11173495n
thymoneuroleptic syndrome,s11177322n
hebephrenic syndrome,s18428777n
SSRI-induced apathy syndrome,s18450184n
pseudoneurasthenic syndrome,s22177490n
psychopathological symptom,s22287107n
free-floating anxiety,s18372086n
nuclear anxiety,s25424269n
pulsion diverticulum,s05382464n
Barsony-Teschendorff syndrome,s05480599n
cervical esophageal pouch,s05480688n
hypertonic dehydration,s06276971n
hypotonic dehydration,s06276977n
2006–08 Southeastern United States drought,s21742685n
2018 European drought and heat wave,s22328676n
1540 European drought,s22425578n
Eastern Cape drought,s25547667n
2021 Taiwan drought,s27662726n
2020–2022 North American drought,s27855997n
2021 Central Asia drought,s28318448n
quartan fever,s24343967n
focal tuberculosis,s05863843n
Infantile tuberculosis,s10838113n
sickle cell retinopathy,s26131658n
visual disturbance,s05172010n
Acute visual loss,s06324574n
colour vision deficiency,s07030508n
Subjective visual disturbances,s10859362n
visual halo,s18410758n
Satan's bolete poisoning,s16625948n
syndrome de Szechwan,s23512654n
bacterial food poisoning,s07012295n
Duck plague,s05761270n
Herpes tracheitis of Amazon parrots,s05761694n
herpesvirus inclusion body hepatitis in pigeon,s05761698n
hypertension secondary to drug,s06934345n
cubital tunnel syndrome,s07835769n
Occupational asthma due to chromium,s06751720n
baker's asthma,s10418390n
hépatitis C infection by blood products,s08162978n
caustic ingestion,s22231089n
hydrofluoric acid burn,s25309291n
occupational myalgia,s12769865n
guitar nipple,s06301901n
Satchmo's syndrome,s21740205n
snorkel dead air space,s05395907n
hoof abscess,s05787395n
splenic abscess,s06863002n
parapharyngeal abscess,s23436478n
pulmonary acariasis,s05957832n
intestinal acariasis,s05999100n
Epidermoptes infection,s05999654n
infestation by Cytodites nudus,s06049048n
avian ascariasis,s05775851n
canine brucellosis,s05217465n
canine brucellosis,s06270171n
malta fever,s16026329n
Brucella abortus infection,s17112561n
non-clostridial gas gangrene,s08087452n
infectious acute rhinitis,s07186991n
fungal rhinitis,s07801461n
Bacterial rhinitis,s07801465n
cryptococcosis in birds,s05768464n
ringworm in cattle,s05497508n
scalp mycosis,s06437519n
acute epiglottitis,s09182450n
Mycose aviaire,s05768194n
fungal rhinitis,s07801461n
Macrorhabdus ornithogaster infection,s14159402n
giardia in dogs,s05298827n
Intestinal giardiasis,s07815177n
worms in cats,s05176310n
bird helminthiasis,s05775749n
ocular helminthiasis,s06051541n
avian syngamosis,s16512109n
bovine leptospirosis,s05216022n
pig leptospirosis,s05216028n
acute HIV infection,s05081021n
gallstone ileus,s05440446n
atonic colon,s06164348n
mixed incontinence,s06986191n
mixed incontinence,s06986191n
niacin flush,s11659309n
vancomycin induced red man syndrome,s23512529n
secondary cataract,s25064932n
pars planitis,s18416980n
Oestridae myiasis,s05743703n
nasopharyngeal myiasis,s06046228n
oral myiasis,s06046299n
Urogenital myiasis,s06046341n
aural myiasis,s06046542n
Rhinoestrus myiasis,s06046569n
Lucilia myiasis,s06046615n
Calliphora myiasis,s06046705n
Hypoderma tarandi myiasis,s06046777n
Sarcophaga myiasis,s06046787n
Auchmeromyia myiasis,s06046828n
Eristalis tenax myiasis,s06046845n
Fannia myiasis,s06046854n
Piophila myiasis,s06047111n
Musca domestica myiasis,s06050409n
Muscina myiasis,s06050432n
Drosophila myiasis,s06050505n
Protophormia terraenova myiasis,s06051191n
Alouattamyia baeri myiasis,s06051793n
Parasarcophaga myiasis,s06051866n
Psychoda myiasis,s06051906n
Hermetia illucens myiasis,s06061974n
Dryomyza formosa myiasis,s06071652n
Cynomya cadaverina myiasis,s06071660n
Teichomyza fusca myiasis,s06072958n
Sarcophaga incisilobata myiasis,s06073669n
Anthomyia myiasis,s06073698n
Cephalopina titillator myiasis,s06075188n
chronic otitis media,s05198593n
paratyphoid A,s05079055n
paratyphoid infection in birds,s05764069n
paratyphoid A,s09197177n
Plague of Sheroe,s23825095n
1592–1593 London plague,s24115733n
emphysematous pyelonephritis,s11003089n
avian staphylococcal infection,s05767538n
sheep and goat pox,s05751587n
Tahyna virus encephalitis,s05769740n
viral arthritis,s06310312n
swim bladder inflammation,s16383260n
West Nile fever,s21818704n
T-Cell Acute Lymphoblastic Leukemia,s26363042n
ovine progressive interstitial pneumonia,s06760629n
fish nocardiosis,s06257128n
bovine nocardiosis,s07788633n
Nocardia seriolae nocardiosis,s07822526n
coridor disease,s06447768n
actinobacillosis of swine,s04095818n
bovine actinobacillosis,s08726913n
invasive pneumococcal disease,s18025059n
arthropod infestation,s06072236n
Yersinia enterocolitica yersiniosis,s05231312n
cryptosporidiosis in birds,s05775649n
canine babesiosis,s04158769n
bovine babesiosis,s06446380n
bovine piroplasmosis,s11152798n
fish proliferative kidney disease,s05227876n
neon tetra disease,s05258956n
canine demodicosis,s06003036n
carcinogenic parasite,s22603200n
meningococcal septicemia,s07143125n
prosthetic valve endocarditis,s05204490n
Borna disease in ostriches,s05760557n
canine demodicosis,s06003036n
canine demodicosis,s10264688n
bovine genital campylobacteriosis,s05214811n
Salmonella pneumonia,s05059451n
actinobacillosis of swine,s04095818n
greasy pig disease,s04097058n
Postpartum dysgalactia syndrome,s05196002n
swine dysentery,s05215865n
colibacillosis in young pigs,s05219317n
Edema Disease of Swine,s05220941n
Clostridium Perfringens infection in piglets,s05231939n
mycoplasmal polyserositis and arthritis of pigs,s05238240n
red disease of eels,s05469757n
commensal Mycoplasma infectious disease,s13984556n
porcine proliferative enteropathy,s16456753n
avian arboviral infection,s05759826n
osmotic diarrhea,s18385683n
bacterial paronychia,s07786314n
avian rotavirus enteritis,s05759750n
Salmonella meningitis,s05079353n
Salmonella pneumonia,s05059451n
Salmonella arthritis,s05079346n
Salmonella meningitis,s05079353n
parrot coccidiosis,s05775612n
bovine coccidiosis,s06447988n
coccidiosis in goats and sheep,s06448816n
cyclospora infection,s16697727n
Bovine rhinovirus infection,s07788153n
Tahyna virus encephalitis,s05769740n
coronavirus disease in birds,s05760521n
transmissible enteritis of turkeys,s05760545n
bovine coronavirus infection,s07787630n
appendicular infiltration,s05879515n
chronic appendicitis,s25723279n
gallbladder empyema,s07080521n
atypical colitis,s21902453n
radiation colitis,s22225330n
checkpoint inhibitor induced colitis,s25783909n
Segmental colitis associated with diverticulosis,s26047131n
drug-induced enteritis,s23782607n
lymphocytic esophagitis,s23550606n
Acute gastritis,s05840409n
nodular gastritis,s07999967n
osseous tuberculosis,s07098809n
post-ERCP pancreatitis,s24474745n
equine parotitis,s05480062n
epistenocardiac pericarditis,s05547856n
pelvic peritonitis,s05859179n
catarrhal stomatitis,s07775916n
transient synovitis,s05132296n
knee synovitis,s25044946n
acute tonsillitis,s07109284n
pseudomembranous tonsillitis,s11198497n
lacunar tonsillitis,s11198515n
follicular tonsillitis,s11198556n
catarrhal tonsillitis,s11198568n
allergic vaginitis,s06874442n
anti-neutrophil cytoplasmic antibody-associated vasculitis,s09692819n
vaginal irritation,s06773691n
childhood arthritis,s07031820n
acute gastroenteritis,s08143478n
capillariasis in birds,s05776222n
corticosteroid-induced lipodystrophy,s23830547n
McKittrick-Wheelock Syndrome,s21748345n
pleural carcinosis,s05277824n
bone marrow carcinosis,s05463261n
bone marrow carcinosis,s05463261n
osteolytic metastasis,s05473634n
osteoblastic metastasis,s05473635n
locoregional metastasis,s16061448n
abortion in cattle,s09304629n
locally malignant tumor,s06436255n
heat cancer,s16063460n
second primary neoplasm,s18369852n
rectal melanoma,s05537479n
Parosteal osteosarcoma,s11112303n
biliary papillomatosis,s24613329n
malignant peripheral nerve sheath tumor,s27269633n
cerebellopontine angle tumor,s05282578n
mature T-cell and NK-cell lymphoma,s26357726n
borderline tumor,s08137721n
nongerminomatous germ cell tumor,s16121266n
childhood neoplasm,s24270060n
cortical ataxia,s06018097n
vestibular ataxia,s06018102n
truncal ataxia,s24018891n
infant brain damage,s05183413n
neurometabolic disease,s05167797n
viral encephalitis transmitted by tick,s05232708n
vascular encephalopathy,s05921628n
postresuscitation encephalopathy,s08041558n
anti-IgLON5 disease,s22126455n
pseudo-Lennox syndrome,s05166597n
alternative psychosis,s17928462n
suprascapular nerve compression,s05176035n
Double crush syndrome,s13969718n
Ischemic monomelic neuropathy,s24855660n
pontine syndrome,s24474517n
Denny-Brown Syndrome,s05302001n
cerebellar malformation,s06322122n
subependymal heterotopia,s25462015n
Cellulitis of finger,s05160770n
aspergillosis in birds,s05768239n
bovine aspergillosis,s07813571n
presenile dementia,s05123104n
subcortical dementia,s05351386n
prolongated alalia,s18394916n
Setting sun sign,s05531767n
microphobia,s25959926n
fear of pregnancy,s05948669n
fear of childbirth,s08730723n
e-commerce fear,s16908390n
fear of hunger,s24755475n
irritant-induced asthma,s06751710n
asthmatic syndrome,s11929549n
childhood asthma,s12816550n
follicular bronchiolitis,s06306713n
childhood interstitial lung disease,s25715583n
Acute tracheobronchitis,s06889461n
posttraumatic stress disorder in children and teens,s05460134n
post-traumatic stress disorder in children,s25291140n
acquired aortic stenosis,s04158993n
weak central coherence theory,s05407751n
muscle contracture,s07814897n
Aortic arch syndrome,s05569984n
scalenus syndrome,s05176165n
hyperabduction syndrome,s05176166n
Cortes Lacassie syndrome,s23629643n
imu reaction,s07771090n
resignation syndrome,s22291449n
alobar holoprosencephaly,s05075383n
Semilobar holoprosencephaly,s05075384n
midline interhemispheric variant of holoprosencephaly,s05075407n
antipsychotic-induced metabolic syndrome,s06128277n
burn shock,s18497174n
surgical shock,s25664188n
serrated polyposis syndrome,s25981017n
discrimination against transgender men,s28175548n
endogenous psychosis,s05177924n
schizophrenia spectrum disorder,s06562072n
atypical psychosis,s09827855n
Fundal haemorrhage,s08097213n
Jellinek's sign,s18176520n
Pavo cristatus mut. alba,s25844198n
immediate postpartum haemorrhage,s18455695n
secondary hyperaldosteronism,s08651257n
secondary hyperaldosteronism,s16488669n
drug induced aplastic anemia,s08034479n
ischemic cardiomyopathy,s05833446n
talipes calcaneus,s05213616n
homozygous familial hypercholesterolemia,s16502382n
congenital hydrocephalus,s23782194n
"malignant hyperthermia, susceptibility to, 1",s22471051n
megaloblastic anemia in infants,s27431648n
muscle hernia,s05232329n
muscle imbalance,s05577273n
acute myopathy of intensive care,s06366848n
large-histiocyte-related immune myopathy,s24445737n
myofibrillar myopathy,s25891768n
Autophagic Vacuolar Myopathy,s26363045n
tropical rat mite dermatitis,s05957850n
house mouse mite dermatitis,s05999270n
snake mite dermatitis,s06071602n
burn blister,s05577688n
nipple bleb,s21761061n
bipolar disorder type I,s18077686n
bipolar disorder type II,s18077690n
depression during pregnancy,s05186709n
unipolar mania,s26694165n
chronic tic disorder,s06548106n
transient tic disorder,s06551397n
lethal catatonia,s06417980n
epileptoid psychopathy,s06453128n
relationship addiction,s10477101n
inability to maintain relationships,s17878981n
focal nocturnal epileptiform activity,s07179224n
Wikipedia addiction,s25094471n
Alwadei syndrome,s25318435n
GRIN disorder,s27913416n
Jordan's Syndrome,s28642728n
profound intellectual disability,s06340763n
moderate mental retardation,s07016913n
Severe mental retardation,s07016920n
savant syndrome,s26690756n
Overeating and vomiting,s08099111n
specific learning disability,s05316167n
sexual aversion,s18492107n
orgasmic dysfunction,s08630320n
death-grip syndrome,s21812600n
unspecified paraphilic disorder,s24686280n
Attraction to fictional characters,s24865063n
trench neurosis,s06250142n
old sergeant's syndrome,s25684586n
Briquet's syndrome,s05180239n
loosening of associations,s05217104n
arch of circle,s05339345n
command automatism,s05426705n
psychological pillow,s05879193n
psychomotor agitation,s05910544n
Pavlov's symptom,s06035113n
psychomotor drive,s06293022n
automatic negative thoughts,s23850715n
Fear of Being Offline,s23698025n
toxic glaucoma,s07075722n
Schwartz–Matsuo syndrome,s27696011n
pachychoroid disorders of the macula,s25646935n
fortification illusions of migraine,s06325142n
giant papillary conjunctivitis,s05470096n
Death and legacy of Tom Thomson,s22517226n
Post-transfusion hepatitis,s08113230n
fibrinogen-transmitted hepatitis C in Japan,s08135277n
submucosal abscess,s06283399n
retrotonsillar abscess,s05326869n
nematode infection in dogs,s05322353n
tropical eosinophilia,s05993447n
Post-transfusion hepatitis,s08113230n
Horsehair crab,s24221944n
chronic purulent otitis media,s05201557n
tropical eosinophilia,s05993447n
arachnid infestation,s05993593n
Anoplura infestation,s06052483n
Crustacean infestation,s06072240n
endoparasitic infestation,s15289154n
Acanthamoeba infection,s05220986n
spiroptera carcinoma,s15486460n
wound infections due to Vibrio cholerae,s08658870n
Vibrio vulnificus infection,s09175878n
contagious agalactia,s05226776n
angular cheilitis due to nutritional deficiencies,s07556499n
bacterial angular cheilitis,s07556500n
fungal angular cheilitis,s07556501n
iliopsoas abscess,s07765412n
acute necrotizing pancreatitis,s23769821n
immune complex mediated vasculitis,s05568593n
indolent lymphoma,s25490357n
extraskeletal myxoid chondrosarcoma,s23877959n
colorectal cancer screening,s10551232n
tumor surgery,s07193522n
particle therapy,s24533963n
high-dose vitamin C for cancer therapy,s24546204n
uterine corpus cancer,s18137698n
in situ lymphoid neoplasia,s24378157n
satellite metastasis,s16061429n
autonomous adenoma,s05541051n
multicystic intraosseous ameloblastoma,s06847175n
unicystic ameloblastoma,s06847176n
peripheral ameloblastoma,s06847178n
choroidal melanoma,s06771878n
nasal cavity inverting papilloma,s06251515n
pediatric-type follicular lymphoma,s24721853n
duodenal-type follicular lymphoma,s24754670n
vocal cord polyps,s04110982n
cardiac polyp,s05465616n
bladder polyp,s11033890n
Juvenile polyp,s26046670n
immune-mediated cerebellar ataxia,s18264873n
infantile cerebral palsy,s08492605n
multicystic encephalomalacia,s06035691n
hepatocerebral degeneration,s05296533n
pituitary atrophy,s05077884n
acute inflammation of the pituitary gland,s05077890n
pituitary hyperplasia,s05077904n
hypothalamic dysfunction,s06258492n
diencephalic syndrome,s06293948n
dysarthria-clumsy hand syndrome,s16103679n
motor psychosis,s05413143n
involuntary movement,s07797952n
involuntary movements,s08740716n
audiogenic epilepsy,s10021487n
SYNGAP1-related intellectual disability,s26164745n
cavernous sinus syndrome,s05517763n
radicular syndrome,s05191547n
cervical radiculopathy,s06319536n
amyotrophic neuralgia,s23908282n
Islamophobia in the UK Conservative Party,s22528030n
xenophobia and racism related to the COVID-19 pandemic,s25435328n
Asylum seekers with apathetic refugee children,s08568487n
vascular leak syndrome,s05388689n
alcoholism in adolescence,s05369773n
primary bladder neck obstruction,s26354819n
cycloid psychosis,s05413359n
schizophrenic dementia,s06100197n
chloramphenicol-induced aplastic anemia,s06258426n
tachycardia-induced cardiomyopathy,s05141231n
fatty heart,s05178323n
rupture of gastrocnemius muscle,s05659826n
groin strain,s05333577n
crossed syndrome,s25302004n
obstetrical disseminated intravascular coagulation,s09724965n
Immune-mediated hemolytic anemia,s07017629n
cold autoimmune hemolytic anemia,s06816611n
mixed-type autoimmune hemolytic anemia,s23927761n
reactive thrombocytosis,s16078216n
Determann syndrome,s16849930n
pseudoradicular syndrome,s05583299n
amniotic fluid infection,s05238807n
umbilical cord knot,s05348269n
nuchal cord,s05422076n
face presentation,s06496215n
ovarian vein thrombosis,s05271774n
jugular vein thrombosis,s05302070n
gang stalking,s27990688n
visual hallucinations in psychosis,s21729059n
paranoid syndrome,s05940024n
Postarthroscopic glenohumeral chondrolysis,s21714846n
amyloid-beta related angiitis,s05312415n
childhood dysphonia,s08544650n
muscle tension dysphonia,s24770197n
Vocal cord granuloma,s05309796n
paradoxical vocal cord motion disorder,s10843193n
disease dangerous to society,s08582256n
over elevation in adduction,s05224011n
Opto-mnestic aphasia,s21313926n
ōichō,s08135336n
Apollinaris Syncletica,s24519494n
Archelais and Companions,s26116276n
Albertinische Wasserleitung,s05269223n
water distribution system,s05389740n
water-leading fitting for firefighting,s05495568n
brine pipeline,s05558728n
Mannum–Adelaide pipeline,s22216551n
water pipes of Vindonissa,s24484387n
Waterwork Eur Rome,s26133130n
EUR piezometric water tower,s27590906n
Neue Wasserkunst,s04076991n
Landauer Wasserkunst,s05138711n
Wasserkunst Wismar,s05234101n
Wasserkunst Herrenhausen,s26321569n
Ehemalige Soleleitung am Thumsee,s22696442n
food fetish,s06511045n
Pants Fetish,s07704371n
buttocks fetishism,s25273685n
SM girl,s07860879n
attention whore,s28683337n
childhood trauma,s21793330n
Acanthamoeba castellanii infection,s06254663n
multifield irradiation,s10450758n
Negative ion products,s29023477n
intraarterial chemotherapy,s08513742n
VIM chemotherapy,s23930203n
metronomic therapy,s26357725n
congenital hemangioma,s23783927n
T cell/histiocyte-rich large B-cell lymphoma,s25418098n
Primary testicular diffuse large B-cell lymphoma,s25446560n
"Primary cutaneous diffuse large B-cell lymphoma, leg type",s25477062n
diffuse large B-cell lymphoma associated with chronic inflammation,s25533261n
spinocerebellar ataxia with epilepsy,s05527771n
embolic stroke of undetermined source,s21811738n
Lance-Adams syndrome,s14398687n
Palmaris brevis spasm syndrome,s23633984n
extrapyramidal hyperkinesia,s05350192n
pusher syndrome,s05367245n
relieving posture,s05586284n
Decerebrate posturing,s07828349n
Superior orbital fissure syndrome,s05379772n
Obstetrical brachial plexus palsy,s05562305n
ulnar palsy,s05381136n
Cheiralgia paresthetica,s05224254n
posterior interosseous nerve syndrome,s05302045n
Nacionalismo Lusitano,s18412155n
Donath–Landsteiner hemolytic anemia,s23899475n
back strain,s23863567n
imperative hallucination,s06495501n
teething disorder,s05353582n
acquired antibiotic resistance,s06762618n
internalized homophobia,s06809399n
discrimination against gay men,s24464365n
李花集,s09710872n
antituberculous drug,s05194149n
gyrase inhibitor,s05386693n
nucleoside antibiotics,s17894480n
Moenomycin family antibiotics,s24088174n
antimycin A,s29747223n
Dakin's solution,s22159952n
anti-influenza drug,s10837688n
direct acting antiviral,s11324987n
peroxide-based bleach,s21813657n
Scopinaro procedure,s06972463n
cross-dressing in music and opera,s23904379n
leg fetishism,s23618748n
Leg fetishism,s23695917n
sneaker fetishism,s06510428n
cast fetishism,s06789004n
cross-site authentication attack,s05588957n
Dirty COW,s21717389n
Lazy FP state restore,s22140915n
Microarchitectural Data Sampling,s24241962n
Transient execution CPU vulnerability,s24417653n
Load value injection,s25547636n
cache poisoning,s27287986n
Siberian gold rush,s10170015n
Montana Gold Rush,s23309796n
Coromandel gold rush,s23624343n
Kildonan Gold Rush,s24500019n
antibody-drug conjugate,s05345199n
Selenium mustard,s26420944n
fibrin-associated diffuse large B-cell lymphoma,s25575811n
acute epidural hematoma,s18203424n
Persistent primary teeth,s17967382n
insulin allergy,s06035667n
ichōmage,s09792038n
interferon type I,s27267578n
Nucleoside analogue reverse transcriptase inhibitors,s06565779n
molecular condom,s05740786n
cross-dressing saints,s28161768n
esophageal motility disorder,s05912805n
esophageal polyp,s05349847n
fundic gland polyp,s26510309n
front teeth pipe smoker hole,s05405568n
tooth development disorder,s05523283n
tooth cavity,s06758637n
foodborne acid erosion,s06760033n
external dental fistula,s08087612n
non-carious cervical lesions,s11181464n
colonic diverticulosis,s06972666n
colonic atresia,s24763964n
atresia of small intestine,s24857058n
duplication of intestine,s05159895n
primary ruminal tympany,s07755152n
Curly tail cat,s16902328n
infectious serositis of ducks,s05218022n
spiking mortality of chicken,s05762286n
broiler ascites syndrome,s06761746n
chicken malaria,s07814871n
hypercapnic coma,s05590115n
pituitary coma,s06042206n
hypotonic-hyporesponsive episode,s21749390n
vaccine shedding,s21798081n
vaccine-associated enhanced respiratory disease,s27418710n
postoperative wounds infection,s06773951n
US-Bangla Airlines Flight 211,s21759278n
Delta Air Lines Flight 1080,s21799869n
Air Vanuatu Flight 241,s22328814n
United Airlines Flight 863,s22362946n
Aeroflot Flight 1492,s24214385n
Pilgrim Airlines Flight 458,s25006483n
Delta Air Lines Flight 89,s25382310n
Ryanair Flight 4978,s27825320n
Delta Air Lines Flight 1581,s28535999n
NK-cell leukemia / lymphoblastic lymphoma,s22102916n
fibrillary glomerulonephritis,s05269729n
allergy to crickets,s06075176n
Phlebotomus bite allergy,s05957881n
mosquito bite allergy,s05999645n
Stomoxosis,s06073172n
beetle poisoning,s06051077n
midges bites,s06046514n
Hippobosca bite,s06046608n
insect sting,s06769759n
mosquito bite,s08672140n
Würth Collection,s04075406n
Collection Zimmermann,s05162151n
Ismar Littmann art collection,s05440382n
Vanhaerents Art Collection,s06493116n
Reijtenbagh Art Collection,s06530488n
Anton Herbert Collection,s06595854n
Koenigs collection,s06768595n
Jef Rademakers Collection,s10171967n
Fürstenberg Collection,s17908097n
Col·lecció Pere Permanyer,s18075813n
Collection Philippe Decelle,s18158990n
P. and N. de Boer Foundation,s18159102n
The Jos Knaepen Collection,s18164431n
The Phoebus Foundation,s22226961n
Collectie Charles Catteau,s23754662n
Nahmad Collection,s23999063n
Alana collection,s25261134n
contact transmission,s25333083n
HIV/AIDS in Portugal.,s18403576n
HIV/AIDS in France,s27030214n
avian influenza H5N1 in Denmark 2006,s09213420n
2021 global supply chain crisis,s28564755n
COVID-19 lockdown in the United Kingdom,s28894808n
Center for COVID Control,s29075381n
hair bleaching,s29093481n
accelerated hydrogen peroxide,s26627201n
skin disinfection,s25112895n
Horse well,s16337767n
partial gastrectomy,s06777749n
gastric balloon,s21752717n
irritant contact dermatitis due to oils and greases,s05588276n
commotio thoracis,s05252123n
Abdominal bruise,s18267389n
spiritual drunkenness,s23436750n
incubus dream,s06346582n
Salt craving,s11595761n
problematic social media use,s23766901n
sudden exercise abstinence syndrome,s17928835n
infection-induced anorexia,s25306610n
dick pic,s25055712n
Digital voyeurism,s05066528n
Temtamy syndrome,s23713478n
invasive ductal carcinoma,s05234733n
foot fracture,s25038640n
shoulder fracture,s27893581n
invasive ductal carcinoma,s05234733n
chronic obstructive bronchitis,s05863336n
plastic bronchitis,s24115704n
candidiasis in birds,s05768294n
invasive ductal carcinoma,s05234733n
vaginal carcinoma,s25460090n
dilated cardiac chambers,s11185862n
Eustachian catarrh,s05173366n
Purulent catarrh,s08062107n
chronic critical illness,s22126020n
MDR1 multiple drug sensitivity,s05575046n
inherited tumor,s05578716n
Ashkenazi diseases,s06265046n
synpolydactyly type 1,s06265346n
progressive pseudorheumatoid arthropathy of childhood,s06265886n
Joubert syndrome with oculorenal defect,s06278450n
cortical hyperostosis,s06279883n
sex-influenced disease,s06467901n
"Severe X-linked intellectual disability, Gustavson type",s08743108n
Hooft disease,s08743203n
posterior polymorphous corneal dystrophy 2,s10935620n
posterior polymorphous corneal dystrophy 3,s10935621n
acral mutilation syndrome,s17954491n
"ataxia, deafness and cardiomyopathy",s17960360n
NGLY1 deficiency,s21722059n
keratoendotheliitis fugax hereditaria,s21754859n
alcohol intolerance,s21769197n
brachydactyly type D,s21806768n
Crosby's syndrome,s21885507n
canine pituitary dwarfism,s22250721n
familial eosinophilia,s22290448n
Warsaw breakage syndrome,s23003242n
3-methylglutaconic aciduria type 1,s23587760n
microcephalic osteodysplastic primordial dwarfism type I,s23725551n
brachydactyly type C,s23755543n
Abdominal chemodectomas with cutaneous angiolipomas,s23809891n
Sorsby's fundus dystrophy,s23863702n
Recessive dystrophic epidermolysis bullosa,s24043986n
rigid spine syndrome,s24067935n
aromatic L-amino acid decarboxylase deficiency,s24715153n
Leucine-sensitive hypoglycemia of infancy,s25042729n
Mitochondrial complex II deficiency,s26005984n
enhanced S-cone syndrome,s26725315n
Perry syndrome,s27031692n
X-linked intellectual disability-hypotonic face syndrome,s27397000n
Schimke syndrome,s28021908n
Cousin Syndrome,s28497828n
Radica and Doodica,s21951361n
Lucio and Simplicio Godino,s21952052n
Ganga and Jamuna Shreshta,s22169175n
Radhika and Dudhika Nayak,s23594581n
parasitic twin,s27267466n
Katie and Eilish Holton,s28554691n
intentional contagion of infection,s24723994n
coronavirus disease,s26690487n
Katie and Eilish Holton,s28554691n
intentional contagion of infection,s24723994n
coronavirus disease,s26690487n
bedtime procrastination,s27458400n
renal cyst,s07049980n
oral cyst,s16165080n
epididymal cyst,s22230633n
cervical thymic cyst,s24101194n
nasopharyngeal cyst,s24952025n
Dissociative stupor,s10836356n
post-traumatic arthrosis,s05125996n
shoulder arthritis,s05146389n
elbow osteoarthritis,s05338472n
varus gonarthrosis,s05551699n
sacroiliac osteoarthritis,s05589251n
glenohumeral arthrosis,s05849374n
Post-traumatic arthritis,s21802370n
sebum deficiency eczema,s08148520n
cutaneous haemorrhage,s05523600n
skin plaque,s06469323n
epidermal nevus,s06496218n
demodectic mange in cats,s17305311n
Spitzoid lesion,s21898050n
cutaneous lupus erythematosus,s21900632n
application site reaction,s24136987n
immersion foot syndrome,s27269426n
postinfectious encephalitis,s06319440n
Hendra virus infection,s24817971n
Vidian neuralgia,s06273222n
skin burn complication,s05871411n
cardiac allograft vasculopathy,s23839220n
endocardiosis in dogs,s05126254n
dachshund paralysis,s05187621n
monogenic disease,s05219062n
copper toxicosis,s05298558n
gonadal agenesis,s05320940n
canine neuronal ceroid lipofuscinoses,s05384252n
Lundehund syndrome,s05454678n
psychogenic mental retardation,s05259805n
loss of reality,s05581941n
emotional disorder,s05747843n
behavioral disorder associated with intellectual disabilities,s06528194n
hysterical psychosis,s08606437n
endogenous mental disorder,s16438332n
serious mental illness,s18162170n
psychopathological syndrome,s23517195n
racial trauma,s24288958n
Adele syndrome,s25086900n
chordoid glioma,s27037522n
diffuse astrocytoma,s27262709n
iterative fracture,s05317398n
leg fracture,s06048546n
open fracture,s21801231n
Busch fracture,s23322406n
esophageal diverticulum,s05152471n
duodenal diverticulum,s05234523n
primordial dwarfism,s27269413n
Murray Valley encephalitis,s05145677n
subclinical endometritis,s06522885n
low compliance bladder,s05454879n
urge incontinence,s06447256n
reflex incontinence,s06451492n
extraurethral incontinence,s06451493n
coital incontinence,s24377876n
red man syndrome,s05329048n
eye irritation,s06295772n
eye inflammation,s06782566n
dog eye disease,s07170366n
eye allergy,s08571555n
optic neuritis,s27270062n
internal hordeolum,s06762026n
subcutaneous filariasis,s19831756n
serous cavity filariasis,s24739465n
urachal fistula,s21773975n
Tracheoinnominate fistula,s23745031n
Ceratophyllus pulicosis,s06046725n
Ctenocephalides flea pulicosis,s06046737n
Nosopsyllus flea pulicosis,s06050748n
affective seizure,s05070540n
food infection,s06784039n
white kidney bean incident,s18278495n
alimentary toxic aleukia,s22230043n
Japan Air Lines food poisoning incident,s24123357n
foodborne disease outbreak,s25580152n
pituitary gigantism,s09219533n
Schloffer tumor,s05146102n
Umbilical granuloma,s06779091n
intubation granuloma,s26363050n
red band needle blight,s14085264n
Cyclaneusma minus needle cast,s14085425n
Spruce needle rust,s14117521n
horse chestnut leaf blotch,s14117916n
brown felt blight,s14123940n
gray mold spot,s14126063n
canker stain of plane,s14127701n
periwinkle rust,s14128372n
Sphaeropsis blight,s14130392n
powdery mildew of grape,s14130413n
black spot of elm,s14130487n
Leaf and shoot blight of aspen,s14130584n
