diseaseLabel,disease,symptomsLabel,symptoms,treatmentLabel,treatment,differentFromLabel,differentFrom,riskLabel,risk,causeLabel,cause,diagnosisLabel,diagnosis,icd9,icd10,umls,mesh,nci,link,description,alsoKnownAs
Q7611606,Q7611606, , , , , , , , , , , , , , ,C0333666, , , , , 
Q6553414,Q6553414, , , , , , , , , , , , , ,L90.8,C1274753, , , , , 
Q1931684,Q1931684, , , , , , , , ,Q5160454,Q5160454, , , , , , , , , , 
Q48988826,Q48988826, , , , , , , , , , , , , , ,C0406291, , , , , 
Q7452045,Q7452045, , , , , , , , , , , , , , ,C0263011, , , , , 
Q9190356,Q9190356, , , , , , , , , , , , , ,M35.6,C0030328,D010201, , , , 
Q7003150,Q7003150, , , , , , , , , , , , , , , , , , , , 
Q4817688,Q4817688, , , , , , , , , , , , , , , , , , , , 
Q1826421,Q1826421, , , , , , , , , , , , , , , , , , , , 
Q7253116,Q7253116, , , , , , , , , , , , , , ,C0406793, , , , , 
Q5403106,Q5403106, , , , , , , , , , , , , , , , , , , , 
Melanocinclis vibex,Q13831672, , , , , , , , , , , , , , , , , , , , 
Q1426046,Q1426046, , , , , , , , , , , , , , , , , , , , 
Q4514910,Q4514910, , , , , , , , , , , , , , ,C0344067, , , , , 
Q4191607,Q4191607, , , , , , , , ,Pyemotes ventricosus,Q10647163, , , , ,"C0344070,C0344074", , , , , 
Q4036526,Q4036526, , , , , , , , , , , , , , , , , , , , 
Q4849083,Q4849083, , , , , , , , ,Q2577263,Q2577263, , , , ,C0344068, , , , , 
Q5439604,Q5439604, , , , , , , , , , , , , , , , , , , , 
Q1574843,Q1574843, , , , , , , , , , , , , , , , , , , , 
Q16946912,Q16946912, , , , , , , , , , , , , , ,C1275422, , , , , 
Q4671977,Q4671977, , , , , , , , , , , , , , ,C0473575, , , , , 
Q4685937,Q4685937, , , , , , , , , , , , , , , , , , , , 
Q7695639,Q7695639, , , , , , , , , , , , ,448.9,Q82.2,C0263402, , , , , 
Q3886247,Q3886247, , , , , , , , , , , , ,708.8,"D47.01,Q82.2",C0042111,D014582,C3433, , , 
Q5402292,Q5402292, , , , , , , , , , , , , , ,C0343952,D060605, , , , 
Q7430224,Q7430224, , , , , , , , , , , , , , ,C0406393, , , , , 
Q6786622,Q6786622, , , , , , , , , , , , , , , , , , , , 
Q7921645,Q7921645, , , , , , , , , , , , , , , , , , , , 
Q55015458,Q55015458, , , , , , , , , , , , ,692.73, ,C0375483, , , , , 
garondoko larmintz erronboidal,Q5196859, , , , , , , , , , , , , , ,C0263416, , , , , 
meloido,Q297115, , , , , , , , , , , , , , , , , , ,"Koleopteroen ordenako zenbait intsektuz esaten da. Tegumentu bigunak dituzte, eta elitroak laburrak dira. Helduak fitofagoak dira, eta larbak beste intsektuen arrautzez elikatzen dira. Bere barnean erraulia hartzen duen Meloidae familia osatzen dute.", 
Q582484,Q582484, , , , , , , , , , , , , , ,C0037287, , , , , 
Q16911372,Q16911372, , , , , , , , , , , , , , , , , , , , 
Q5663565,Q5663565, , , , , , , , , , , , , , , , , , , , 
Q9352582,Q9352582, , , , , , , , ,biolin,Q8355, , , , , , , , , , 
Q2311457,Q2311457, , , , , , , , , , , , , , , ,D018332,C4497, , , 
Q7922594,Q7922594, , , , , , , , , , , , , ,L93.2, , , , , , 
Q4677919,Q4677919, , , , , , , , , , , , , , ,C1142226, , , , , 
Q56014658,Q56014658, , , , , , , , , , , , , , ,C0005587, ,C34424, , , 
Q9089591,Q9089591, , , , ,desoreka bipolar,Q131755, , , , , , , , , , , , , , 
Q2692145,Q2692145, , , , , , , , , , , , , , , , , , , , 
Q3540885,Q3540885, , , , , , , , , , , , , , , , , , , , 
Q18459180,Q18459180, , , , , , , , , , , , , ,F34.81,CL513056, , , , , 
Q17142111,Q17142111, , , , , , , , , , , , , , , , , , , , 
Q17126447,Q17126447, , , , , , , , , , , , , , , , , , , , 
Q25053967,Q25053967, , , , , , , , , , , , , , , , , , , , 
Q542105,Q542105, , , , ,Q16912130,Q16912130, , , , , , , , , , , , , , 
Q56325553,Q56325553, , , , , , , , , , , , , , , , , , , , 
Q6374996,Q6374996, , , , , , , , , , , , , , , , , , , , 
Q59578449,Q59578449, , , , , , , , , , , , , , , , , , , , 
Q3641768,Q3641768, , , , ,Q365491,Q365491, , , , , , , , , ,D000079564,C34642, , , 
Erotomania,Q252185, , , , ,Q4420151,Q4420151, , , , , , , , , , , ,https://eu.wikipedia.org/wiki/Erotomania, , 
Q5567102,Q5567102, , , , , , , , , , , , , , , , , , , , 
Q1080699,Q1080699, , , , ,Kuru,Q274615, , , , , , , , , ,D016911, , , , 
Q18967391,Q18967391, , , , , , , , , , , , , , , , , , , , 
Q61451855,Q61451855, , , , , , , , , , , , , , , , , , , , 
Q60622396,Q60622396, , , , , , , , , , , , , , , , , , , , 
Q3408995,Q3408995, , , , , , , , , , , , , , , , , , ,Wikimediako argipen orri, 
Q18354234,Q18354234, , , , , , , , , , , , , , , , , , , , 
Q4208342,Q4208342, , , , , , , , , , , , , , , , , , , , 
nortasunaren nahasmendu eskizotipiko,Q861560, , , , ,"Autismo,Q509122","Q38404,Q509122", , , , , , ,301.22,F21,C0036363,D012569,C92632,https://eu.wikipedia.org/wiki/Nortasunaren_nahasmendu_eskizotipiko, , 
Q7310715,Q7310715, , , , , , , , , , , , , , ,C0425168, , , , , 
Q2540067,Q2540067, , , , , , , , , , , , , , , , , , , , 
Q430947,Q430947, , , , , , , , , , , , , , , , , , , , 
Q3306774,Q3306774, , , , , , , , , , , , , , , , , , , , 
Q7270562,Q7270562, , , , , , , , , , , , , , , , , , , , 
nortasuneko aldaketak,Q3525894, , , , , , , , , , , , , , , , , , , , 
Q66235,Q66235, , , , ,Q317144,Q317144, , , , , , , , , , , , , , 
Q89409315,Q89409315, , , , , , , , , , , , , , , , , , , , 
Gaueko izu,Q849736, , , , , , , , , , , , , , ,C0037320,D020184,C117287,https://eu.wikipedia.org/wiki/Gaueko_izu, , 
Talking in Your Sleep,Q112597494, , , , , , , , , , , , , , , , , , , , 
Q3589157,Q3589157, , , , , , , , , , , , , , , , , , , , 
Loaren paralisi,Q486851, , , , , , , , , , , , , , , ,D020188,C118171,https://eu.wikipedia.org/wiki/Loaren_paralisi, , 
Q7539766,Q7539766, , , , , , , , , , , , , , , , , , , , 
Q559435,Q559435, , , , , , , , , , , , , , , ,D020920, , , , 
Q559869,Q559869, , , , , , , , , , , , , , , ,D020447,C94836, , , 
amesgaiztoen nahasmendu,Q12859193,amesgaizto,Q192692, , , , , , , , , , , , ,C3887605, , , , , 
Q3311944,Q3311944,Q3311991,Q3311991, , , , , , , , , , , , ,C0751507, , , , , 
Q5383564,Q5383564, , , , , , , , , , , , , , , , , , , , 
Aldizkako nahasmendu leherkor,Q18671, , ,errisperidona,Q412443, , , , , , , , ,"301.3,312.34","F60.3,F63.81","C0021776,C0152183", ,C94332,https://eu.wikipedia.org/wiki/Aldizkako_nahasmendu_leherkor, , 
Q1513352,Q1513352, , , , , , , , , , , , , , ,CL508424, , , , , 
Q8778538,Q8778538, , , , , , , , , , , , , , , , , , , , 
Q2493847,Q2493847, , , , ,Furry,Q599853, , , , , , , , , , , , , , 
Q5199884,Q5199884, , , , , , , , , , , , , , , , , , , , 
Q388545,Q388545, , , , , , , , , , , , , , ,CL556629, , , , , 
Q5262716,Q5262716, , , , , , , , , , , , , , ,C0562724, , , , , 
Q1948630,Q1948630, , , , , , , , , , , , , , ,C0562668, , , , , 
Q50348566,Q50348566, , , , , , , , , , , , , , ,C0233624, , , , , 
Q2705600,Q2705600, , , , , , , , , , , , , , , , , , , , 
Q10575278,Q10575278, , , , , , , , , , , , , , , , , , , , 
Q1082351,Q1082351, , , , , , , , , , , , , , ,C0233800, , , , , 
Q5477713,Q5477713, , , , , , , , , , , , , , , , , , , , 
Hipertimesia,Q45320, , , , , , , , , , , , , , , , , ,https://eu.wikipedia.org/wiki/Hipertimesia, , 
Q18385717,Q18385717, , , , , , , , , , , , , , , , , , , , 
Q3540872,Q3540872, , , , , , , , , , , , , , ,C0349290, , , , , 
Q3704805,Q3704805, , , , , , , , , , , , , , , , , , , , 
Q10384302,Q10384302, , , , , , , , , , , , , , ,CL440236, , , , , 
Garapenaren nahasmendu orokortu,Q6691991, , ,errisperidona,Q412443, , , , , , , , ,299.80, ,"C0154451,C0524528",D002659,C97179,https://eu.wikipedia.org/wiki/Garapenaren_nahasmendu_orokortu, , 
Q6935111,Q6935111, , , , , , , , , , , , , , , , , , , , 
Q17009018,Q17009018, , , , , , , , , , , , , , ,C1855019, , , , , 
frigidotasun,Q303555, , ,Q412226,Q412226,Q2275677,Q2275677, , , , , , ,302.71,F52.0,C0020594,D020018,C94337,https://eu.wikipedia.org/wiki/Sexu-desira_inhibitu,"Emakumezkoetan, sexu-harremanetan atsegin hartzeko eta batez ere orgasmora iristeko ezintasuna", 
Battle fatigue,Q4870151, , , , , , , , , , , , , , , , , , ,Wikimediako argipen orri, 
herrimin,Q1595931, , , , , , , , , , , , , , , , , ,https://eu.wikipedia.org/wiki/Herrimin,sorterritik urrun egoteak eragiten duen goibeltasuna, 
Q2964250,Q2964250, , , , , , , , , , , , , , , , , , , , 
Q7633608,Q7633608, , , , , , , , , , , , , , , , , , , , 
Q488231,Q488231, , , , ,Nahasmendu faktizio,Q2686385, , , , , , , , ,"C0024630,C0496703,C1313936",D008306, , , , 
Q7968034,Q7968034, , , , , , , , , , , , , , , , , , , , 
Q3508789,Q3508789, , , , ,Q159904,Q159904, , , , , , , , , , , , , , 
Q5840516,Q5840516, , , , , , , , , , , , , , ,C0021151, , , , , 
Q7256349,Q7256349, , , , , , , , , , , , , , , , , , , , 
Q2299040,Q2299040, , , , , , , , , , , , , , , , , , , , 
Somatizazio-nahasmendu,Q1374020, , , , , , , , , , , , ,300.81,F45.0,C0520482, , ,https://eu.wikipedia.org/wiki/Somatizazio-nahasmendu, , 
Q4420150,Q4420150,"Izu-atake,Q290620,Q3500368,Q391682,Q545365,herstura","Q154430,Q290620,Q3500368,Q391682,Q545365,Q696490", , , , , , , , , , , , , , ,C21131, , , 
Diogenes sindrome,Q1226826, , , , , , , , , , , , , , ,C0424291, , ,https://eu.wikipedia.org/wiki/Diogenes_sindrome, ,Diogenes nahasdura
Q108923202,Q108923202, , , , , , , , , , , , , , , , , , , , 
Q4763844,Q4763844, , , , , , , , , , , , , , ,C0549258, , , , , 
Q3557657,Q3557657, , , , , , , , ,fobia sozial,Q281928, , , , , , , , , , 
Q2879116,Q2879116, , , , , , , , , , , , , , , , , , , , 
Q7559234,Q7559234, , , , , , , , , , , , , , , , , , , , 
FOMO sindrome,Q16753510, , , , , , , , , , , , , , , , , ,https://eu.wikipedia.org/wiki/FOMO_sindrome, , 
Q1945555,Q1945555, , , , , , , , , , , , , , , , , , , , 
Q5440731,Q5440731, , , , , , , , , , , , , , , , , , , , 
Q5308639,Q5308639, , , , , , , , , , , , , , , , , , , , 
Q426944,Q426944, , , , , , , , , , , , , , , , , , , , 
Q4598107,Q4598107, , , , , , , , , , , , , , , , , , , , 
Q4616924,Q4616924, , , , , , , , , , , , , , , , , , , , 
Q6808361,Q6808361, , , , , , , , , , , , , , , , , , , , 
Q4622662,Q4622662, , , , , , , , , , , , , , , , , , , , 
Q4626681,Q4626681, , , , , , , , , , , , , , , , , , , , 
Q5308635,Q5308635, , , , , , , , , , , , , , , , , , , , 
Q16000845,Q16000845, , , , , , , , , , , , , , , , , , , , 
Q16000774,Q16000774, , , , , , , , , , , , , , , , , , , , 
Q22058413,Q22058413, , , , , , , , , , , , , , , , , , , , 
Q20445799,Q20445799, , , , , , , , , , , , , , , , , , , , 
Q21012068,Q21012068, , , , , , , , , , , , , , , , , , , , 
Q23074110,Q23074110, , , , , , , , , , , , , , , , , , , , 
Q27630521,Q27630521, , , , , , , , , , , , , , , , , , , , 
Q28913639,Q28913639, , , , , , , , , , , , , , , , , , , , 
Q25099790,Q25099790, , , , , , , , , , , , , , , , , , , , 
Jungle Fever,Q18151251, , , , , , , , , , , , , , , , , , , ,New Sound
Q25324142,Q25324142, , , , , , , , , , , , , , , , , , , , 
Q6946999,Q6946999, , , , , , , , , , , , , , , , , , , , 
Q56457498,Q56457498, , , , , , , , , , , , , , , , , , , , 
Q7619759,Q7619759, , , , , , , , , , , , , , , , , , , , 
Q4254929,Q4254929, , , , , , , , , , , , , , , ,D055985, , , , 
Q280713,Q280713, , , , , , , , , , , , , , , , , , , , 
Q4000120,Q4000120, , , , , , , , , , , , , , ,C0275965, , , , , 
Q17014545,Q17014545, , , , , , , , , , , , , , , , , , , , 
Q3707404,Q3707404, , , , , , , , , , , , , , , , , , , , 
Q5629905,Q5629905, , , , , , , , , , , , , , , , , , , , 
Q2282469,Q2282469, , , , , , , , , , , , , , , , , , , , 
Q3101537,Q3101537, , , , , , , , , , , , , , , , , , , , 
Q4817339,Q4817339, , , , , , , , , , , , , , , , , , , , 
Q5384498,Q5384498, , , , , , , , , , , , , , , , , , , , 
Q1477327,Q1477327, , , , , , , , , , , , , , , ,D005244, , , , 
Q5282842,Q5282842, , , , , , , , , , , , , ,E84.19,C0398349, , , , , 
Q5560285,Q5560285, , , , , , , , , , , , , , ,C0403664, , , , , 
eguzkiaren erredura,Q649717, , , , , , , , ,ultramore,Q11391, , ,692.71,L55, ,D013471,C3395, , , 
Hickey,Q21482558, , , , ,Q1617249,Q1617249, , , , , , , , , , , , ,abizen, 
Q8024084,Q8024084, , , , , , , , , , , , , , , , , , , , 
Q7878857,Q7878857, , , , , , , , , , , , , , , , , , , , 
Q5532472,Q5532472, , , , , , , , , , , , , , ,C0849916, , , , , 
Q4769714,Q4769714, , , , , , , , , , , , , , ,C0457000, , , , , 
Q1755849,Q1755849, , , , , , , , , , , , , , ,C0014745, , , , , 
Q776790,Q776790, , , , , , , , , , , , , , ,C0221243,D058568, , , , 
Q7248873,Q7248873, , , , , , , , , , , , , , , , , , , , 
Q27674904,Q27674904, , , , , , , , , , , , , ,Q12.0,"C1969644,C3808107", , , , , 
Q55789972,Q55789972, , , , , , , , , , , , , , , ,C538284, , , , 
Q5517841,Q5517841, , , , , , , , , , , , , , , , , , , , 
Q7942061,Q7942061, , , , , , , , ,Q2681162,Q2681162, , , , ,C0271169, , , , , 
Q5567304,Q5567304, , , , , , , , ,Q18554545,Q18554545, , , , , , , , , , 
Q7068198,Q7068198, , , , , , , , , , , , ,366.04, ,C0392557, , , , , 
Q16154222,Q16154222, , , , , , , , , , , , , , , , , , , , 
Q3108581,Q3108581, , , , , , , , , , , , ,365.22,H40.21,C0154946, , , , , 
Q3108586,Q3108586, , ,"Adrenalina,Fenilefrina,Q1149099,Q2193376,Q2393348,Q27078867,Q27106078,Q27280492,Q408556,Q411517,Q413994,Q415401,Q4859684,Q546434,Q577377,Q634959,Q6593346,Q794162,Q905952","Q1149099,Q132621,Q2193376,Q2393348,Q27078867,Q27106078,Q27280492,Q408556,Q411517,Q413994,Q415401,Q421910,Q4859684,Q546434,Q577377,Q634959,Q6593346,Q794162,Q905952", , , , , , , , ,"365.1,365.10,365.13","H40.1,H40.10,H40.13",C0017612,D005902,C34641, , , 
Q3108586,Q3108586, , ,"Adrenalina,Fenilefrina,Q1149099,Q2193376,Q2393348,Q27078867,Q27106078,Q27280492,Q408556,Q411517,Q413994,Q415401,Q4859684,Q546434,Q577377,Q634959,Q6593346,Q794162,Q905952","Q1149099,Q132621,Q2193376,Q2393348,Q27078867,Q27106078,Q27280492,Q408556,Q411517,Q413994,Q415401,Q421910,Q4859684,Q546434,Q577377,Q634959,Q6593346,Q794162,Q905952", , , , , , , , ,"365.1,365.10,365.13","H40.1,H40.10,H40.13",C0017612,D005902,C34641, , , 
Q3771927,Q3771927, , , , , , , , , , , , ,"365.3,365.89", ,C0339578, , , , , 
Q6697406,Q6697406, , , , , , , , , , , , , , ,C0275671, , , , , 
Q55782609,Q55782609, , , , , , , , , , , , , ,Q14.1,C1418874, , , , , 
Q5103170,Q5103170, , , , , , , , , , , , , ,"H35.3,T37.2",C0730330, , , , , 
Q19595988,Q19595988, , , , , , , , , , , , , , ,C3203657, , , , , 
Q93667789,Q93667789, , , , , , , , , , , , , , , , , , , , 
Q2637106,Q2637106, , , , , , , , ,Migraina,Q133823, , , , ,C0235068, , , , , 
Q26737764,Q26737764, , , , , , , , ,Glaukoma,Q159701, , , , ,C0271197, , , , , 
Q7446626,Q7446626, , , , , , , , , , , , ,368.43, ,C0271199, , , , , 
Q371090,Q371090, , , , ,Q1353795,Q1353795, , , , , , , , , , , , , , 
Q16910365,Q16910365, , , , , , , , ,Basedow-Gravesen eritasun,Q16483, , , , ,C0376323, , , , , 
Q7435732,Q7435732, , , , , , , , , , , , , , , , , , , , 
Q7623169,Q7623169, , , , , , , , , , , , , , , , , , , , 
Q4930082,Q4930082, , , , , , , , , , , , , , , , , , , , 
Q2036597,Q2036597, , , , , , , , , , , , , , ,C0422980, , , , , 
Q1568737,Q1568737, , , , , , , , , , , , , , ,C0233652, , , , , 
Q1305428,Q1305428, , , , , , , , , , , , , , ,C0085635, , , , , 
Q17088850,Q17088850, , , , , , , , , , , , , , , , , , , , 
Q2053690,Q2053690, , , , , , , , , , , , ,224.0,D22.3,C0027961,D009507, , , , 
Q1343593,Q1343593, , , , , , , , , , , , ,"376.5,376.50","H05.4,H05.40","C0014306,C0423224",D015841,C79552, , , 
Q2841329,Q2841329, , , , , , , , , , , , , , ,C0028848, , , , , 
Q1294912,Q1294912,hantura,Q101991, , , , , , , , , , , , ,C0014236,D009877,C34586, , , 
Q7830375,Q7830375, , , , , , ,Q1890194,Q1890194, , , , ,377.33,H46.2,C0155302, , , , , 
Q25312936,Q25312936, , , , , , , , , , , , , , , , , , , , 
Q5389554,Q5389554, , , , , , , , , , , , , , , , , , , , 
Q16904677,Q16904677, , , , , , , , , , , , , , , , , , , , 
Q94193226,Q94193226, , , , , , , , , , , , , , , , , , , , 
Q2895354,Q2895354, , , , , , , , , , , , ,345.10,G40.8,C0270857,D020195,C85041, , , 
Q16899213,Q16899213, , , , , , , , , , , , , , ,C0263508, , , , , 
Entoloma lividum,Q81176471, , , , , , , , , , , , , , , , , , , , 
Azpiarrosa klorousaina,Q2422232, , , , , , , , , , , , , , , , , ,https://eu.wikipedia.org/wiki/Azpiarrosa_klorousain, ,"Azpiarrosa klorousain,Entoloma rhodopolium"
Inozibe zuria,Q1333853, , , , , , , , , , , , , , , , , ,https://eu.wikipedia.org/wiki/Inozibe_zuri, ,"Inocybe geophylla,Inozibe zuri"
Q1478831,Q1478831, , , , , , , , ,Trogia venenata,Q15637423, , , , , , , , , , 
Kirats-ziza horia,Q583388, , , , , , , , , , , , , , , , , ,https://eu.wikipedia.org/wiki/Kirats-ziza_hori, ,Tricholoma sulphureum
Q3961700,Q3961700, , , , , , , , ,Hiltzaile berdea,Q188643, , , , ,C0413029, , , , , 
Q3961704,Q3961704, , , , , , , , ,"Orri-onddo hiltzailea,Paxillus rubicundulus","Q1355452,Q518069", , , , , , , , , , 
Q4763268,Q4763268, , , , , , , , ,ingestio,Q1663054, , , , , , , , , , 
Q3026357,Q3026357, , , , , , , , , , , , , , , , , , , , 
Q7515039,Q7515039, , , , , , , , , , , , , , ,C0854695, , , , , 
Q6818666,Q6818666, , , , , , , , ,merkurio bidezko pozoidura,Q408089, , , , , , , , , , 
Q4896101,Q4896101, , , , , , , , , , , , , , ,C0263624, , , , , 
Q7514911,Q7514911, , , , , , , , , , , , , , ,C0263621, , , , , 
Q7323489,Q7323489, , , , , , , , , , , , , , , , , , , , 
Q6806067,Q6806067, , , , , , , , , , , , , , , , , , , , 
Q1774750,Q1774750, , , , ,Q7138441,Q7138441, , , , , , , ,Q87.2,C0022739,D007715,C84801, , , 
Q5612430,Q5612430, , , , , , , , , , , , , , , , , , , , 
Q741208,Q741208, , , , , , , , , , , , ,348.2,G93.2,C0033845,D011559,C85035, , , 
Q5609538,Q5609538, , , , , , , , , , , , , , , , , , , , 
Q7232210,Q7232210, , ,"Prostaziklina,Q27114267,Q410789,Q6724151","Q27114267,Q410789,Q412050,Q6724151", , , , , , , , , ,I27.2,C1868851, , , , , 
Q5420056,Q5420056, , , , , , , , , , , , , , , , , , , , 
sinbastatina,Q670131, , , , , , , , , , , , , , ,C0074554,D019821, ,https://eu.wikipedia.org/wiki/Sinbastatina,konposatu kimiko, 
Q17125276,Q17125276, , , , , , , , , , , , , , ,C1112324, , , , , 
Q568324,Q568324, , , , , , , , , , , , , , , , , , , , 
exekuzioa itoz,Q1362507, , , , , , , , , , , , , , , , , , , , 
Q269450,Q269450, , , , , , , , , , , , , , , , , , , , 
Q507377,Q507377, , , , , , , , , , , , , , , , , , , , 
Q55608248,Q55608248, , , , , , , , , , , , , , , , , , , , 
Q3625581,Q3625581, , , , , , , , , , , , , , ,C0595948, , , , , 
klonus,Q1424895, , , , , , , , , , , , , , , , ,C34484, ,"Muskulu batek, teinkaketa baten ondoren, nozitzen duen uzkurdura azkar eta errepikatua", 
Q7233592,Q7233592, , , , , , , , , , , , , , , ,D004834, , , , 
Q56325204,Q56325204, , , , , , , , , , , , , , , , , , , , 
Q55998629,Q55998629, , ,Testosterona,Q1318776, , , , , , , , ,257.2, ,"C0151721,C2673479", , , , , 
disgenesia gonadal,Q1332427, , , , , , , , , , , , ,758.6, ,C0018051,D006059,C61420, , , 
Q8065799,Q8065799, , , , , , , , , , , , , , , , , , , , 
Q3642764,Q3642764, , , , , , , , , , , , ,726.71,M76.6,C0149846, , , , , 
Q786262,Q786262, , , , , , , , , , , , ,354.2,G56.20, , , , , , 
Q250452,Q250452, , , , ,Q16514478,Q16514478, , , , , , , , , , , , , , 
Q93687050,Q93687050, , , , , , , , , , , , , , , , , , , , 
Q3778277,Q3778277, , , , , , , , ,aginte,Q273140, , , , , , , , , , 
Q49000071,Q49000071,"Beheragune,Q1778765,Q57859955","Q1778765,Q190429,Q57859955", , ,Q16058933,Q16058933,buruko gaitz,Q12135, , , , , , , , , , , , 
Q6707374,Q6707374, , , , , , , , , , , , , , ,C0340085, , , , , 
Q5317031,Q5317031, , , , , , , , ,Hauts ekaitz,Q182878, , , , , , , , , , 
Q476130,Q476130, , , , , , , , , , , , , , , , , , , , 
Q1189255,Q1189255, , , , , , , , , , , , , , , , , , , , 
Q7834211,Q7834211, , , , , , , , , , , , , , , , , , , , 
Q6864353,Q6864353, , , , , , , , , , , , , , , , , , , , 
Q7101839,Q7101839, , , , , , , , , , , , , , ,C0340206, , , , , 
Q25052008,Q25052008, , , , , , , , ,Q21174765,Q21174765, , , , , , , , , , 
Q1748911,Q1748911, , , , , , , , , , , , , , , , , , , , 
Q7081366,Q7081366, , , , , , , , , , , , , , , , , , , , 
Q7685002,Q7685002, , , , , , , , , , , , , , , , , , , , 
Q4873613,Q4873613, , , , , , , , , , , , , , , , , , , , 
Baritosi,Q2906693, , , , , , , , , , , , ,503, ,C0340177,C537080,C34410,https://eu.wikipedia.org/wiki/Baritosi, , 
Q5370128,Q5370128, , , , , , , , , , , , , , , , , , , , 
Q581152,Q581152, , , , ,Deskonpresio-sindrome,Q460591, , ,Q11136680,Q11136680, , , , ,C0028166,D007222, , , , 
Q955638,Q955638, , , , , , , , , , , , , , ,C0019537,D006610, , , , 
Q17028296,Q17028296, , , , , , , , ,Q911491,Q911491, , , , , , , , , , 
hortzetako abzesu,Q2710164, , ,"Klaritromizina,klindamizina,metronidazol","Q118551,Q169569,Q422273", , , , , , , , , ,K04.6, , , ,https://eu.wikipedia.org/wiki/Hortzetako_abzesu, , 
Q2562083,Q2562083, , , , , , , , , , , , , , ,C0155843,D017703, , , , 
Q6936822,Q6936822, , , , , , , , , , , , , , ,C0333376, , , , , 
Q1262764,Q1262764, , , , , , , , , , , , , , , , , , , , 
Q7124327,Q7124327, , , , , , , , , , , , , , , , , , , , 
Q2071131,Q2071131, , , , , , , , , , , , , , , , , , , , 
Q3624837,Q3624837, , , , , , , , , , , , , , ,C0406108, , , , , 
Q4036534,Q4036534, , , , , , , , ,Tyrophagus longior,Q4545591, , , , , , , , , , 
Q18967439,Q18967439, , , , , , , , , , , , , , , , , , , , 
Q18967280,Q18967280, , , , , , , , , , , , ,039.3,A42.2, ,D000197,C34351, , , 
Q18966553,Q18966553, , , , , , , , , , , , , , , , , , , , 
Q5196685,Q5196685, , , , , , , , , , , , , , , , , , , , 
errinorrea,Q1115038, , , , , , , , ,"Alergia,Gripe,Hotz,Hotzeri,Sudur-trenkadaren desbiderapen","Q12125,Q2271880,Q270952,Q2840,Q42982", , , , , ,D000086722,C54282,https://eu.wikipedia.org/wiki/Errinorrea,"Gehiegizko sudur-jarioa, mukia normalean", 
errinitis medikamentoso,Q2111206, , , , , , , , , , , , , , , , , , , , 
Q3991273,Q3991273, , , , , , , , ,infekzio,Q166231, , , , ,C0276739, , , , , 
Q2059267,Q2059267, , , , , , , , ,Hortaea werneckii,Q5906640, , ,111.1,B36.1,C0152067, , , , , 
The Noble Rot,Q111915646, , , , , , , , , , , , , , , , , , , , 
Q3491700,Q3491700, , , , , , , , , , , , , , , ,D016469, , , , 
Q3237251,Q3237251, , , , , , , , ,legamia,Q45422, , , , ,C0750466, , , , , 
Q25100293,Q25100293, , , , , , , , ,infekzio,Q166231, , , , , , , , , , 
Q1779191,Q1779191, , , , , , , , , , , , , , , , , , , , 
Q4135101,Q4135101, , , , , , , , , , , , , , ,C3179071,D061147, , , , 
Q5275425,Q5275425, , , , , , , , , , , , , , ,C0339404, , , , , 
Q2072712,Q2072712, , ,Q418594,Q418594, , , , , , , , ,053.29, , ,D006563, , , , 
Q7439268,Q7439268, , , , , , , , , , , , , , , , , , , , 
Q13454801,Q13454801, , , , , , , , , , , , , , , ,D014895, , , , 
Q3854683,Q3854683, , , , , , , , , , , , , , ,C0153232, , , , , 
Q3851643,Q3851643, , , , , , , , , , , , , , ,C0342092, , , , , 
Q6708235,Q6708235, , , , , , , , , , , , , , ,C0406626, , , , , 
Q18967014,Q18967014, , , , , , , , , , , , , , , , , , , , 
Q1878776,Q1878776,"Q12122651,buruko min,dardara,fotofobia,goragale,oka,sukar","Q12122651,Q127076,Q186889,Q223907,Q281289,Q38933,Q86", , , , , , ,Lymphocytic choriomeningitis virus,Q19838576,"ELISA,Hemograma,Polimerasaren kate-erreakzioa,miaketa fisiko,ziztada lunbar","Q176996,Q332126,Q719444,Q835153,Q886518",049.0,A87.2,"C0024266,C0153014",D008216, , , , 
Q58260573,Q58260573, , , , , , , , , , , , , , , , , , , , 
Q5160521,Q5160521, , , , , , , , , , , , , , , , , , , , 
Lucilia sericata,Q603128, , , , , , , , , , , , , , , , , , , , 
Q4249499,Q4249499, , , , , , , , ,infekzio,Q166231, , , , , , , , , , 
Q3569586,Q3569586, , , , , , , , ,infekzio,Q166231, , , , , , , , , , 
Q6054536,Q6054536, , , , , , , , , , , , , , , ,D010031, , , , 
Q2070842,Q2070842, , , , , , , , , , , , ,"380.0,380.00","H61.0,H61.00,H61.009",C0155389, , , , , 
Q5861623,Q5861623, , , , , , , , , , , , , , ,C0343376, , , , , 
Q5861625,Q5861625, , , , , , , , , , , , , , ,C0343377, , , , , 
Q7205992,Q7205992, , , , , , , , ,Q4366062,Q4366062, , ,481,J13, ,D011018, , , , 
Q7075735,Q7075735, , , , , , , , , , , , , , , , , , , , 
Q5509174,Q5509174, , , , , , , , , , , , , , , ,D008172, , , , 
Q460030,Q460030, , , , , , , , , , ,Q985136,Q985136, , , , ,C115163, , , 
Q1957663,Q1957663, , , , , , , , , , , , , , ,C0949083, , , , , 
Q12021165,Q12021165, , , , , , , , , , , , , , ,C0264522, , , , , 
Q11942115,Q11942115, , , , , , , , , , , , , , , ,D000077299, , , , 
